DOID:514	prostate cancer	 	D011471	C3343	1026, 10395, 10406, 10726, 10855, 1102, 11140, 11200, 1436, 1545, 1869, 18792, 1956, 1958, 2034, 2066, 2078, 207, 2099, 2100, 2115, 213081, 214, 2150, 2194, 247, 26136, 261729, 2693, 27086, 283518, 3091, 324, 3479, 3486, 354, 3576, 3587, 3655, 3675, 3678, 367, 3688, 3732, 387496, 3958, 414059, 4233, 4288, 4313, 4508, 4513, 4549, 467, 4733, 5116, 5328, 5335, 5420, 573, 57728, 5786, 5915, 59351, 6019, 6286, 6335, 634, 6416, 650, 653, 655, 664, 6662, 6696, 7076, 7113, 7251, 7258, 7490, 799, 841, 928, 9370, 9547
DOID:10286	prostate carcinoma	 	 	C4863	1027, 10395, 10498, 1082, 10893, 11197, 12, 1387, 1890, 1950, 1956, 1958, 1994, 2067, 20779, 2099, 2113, 2120, 2146, 22339, 2246, 2272, 2650, 2693, 283651, 2950, 3091, 3303, 3479, 3480, 3600, 3623, 367, 3938, 407006, 407007, 4233, 4282, 4323, 4324, 4325, 4326, 4436, 4524, 4609, 472, 5328, 5349, 5743, 5747, 581, 5885, 5898, 596, 6256, 6279, 6280, 6493, 6696, 675, 701, 7422, 7431, 7515, 80310, 857, 8837, 9518, 9604, 9897
DOID:47	prostate disease	602.9	D011469	C26865	2065, 3485, 354, 5104
DOID:3756	protein C deficiency	 	D020151	 	5049
DOID:11802	protein deficiency	 	D011488	 	2038, 215, 8858
DOID:2451	protein S deficiency	 	D018455	 	2153
DOID:11801	protein-energy malnutrition	263.9	D011502	C34952	1029, 1462, 4171, 5108, 928
DOID:576	proteinuria	791	D011507	C38012	1027, 10855, 11346, 1184, 133, 1490, 1636, 183, 2152, 3240, 3263, 4018, 4306, 5806, 59272, 6347, 64537, 6550, 7490, 81, 9370
DOID:2235	prothrombin deficiency	 	D007020	C26799	2147
DOID:4479	pseudohypoaldosteronism	 	D011546	C85034	3758, 4306, 6337, 6338, 6340
DOID:3559	pseudomyxoma peritonei	 	D011553	C3345	4583, 7431
DOID:2738	pseudoxanthoma elasticum	 	D011561	C85036	3383, 368, 4256, 4313, 4363, 4629, 6401, 6402, 6403, 64131
DOID:9008	psoriatic arthritis	696	D015535	C61277	1543, 1636, 2022, 26191, 3105, 3106, 3107, 3553, 3566, 374, 3806, 4049, 4276, 6279, 6280, 6283, 64127, 7124
DOID:10132	psychosexual disorder	302.79	 	 	3356
DOID:2468	psychotic disorder	298.8	 	 	12, 207, 255239, 267012, 27087, 27185, 2950, 3356, 348, 3782, 4129, 627, 6285, 6311, 6532, 6536, 6648, 9463
DOID:12117	pulmonary alveolar microlithiasis	516.2	 	 	10568
DOID:12120	pulmonary alveolar proteinosis	516	D011649	C85037	1437, 1471, 1512, 3586, 6435, 6441, 9476, 9619
DOID:11396	pulmonary edema	 	D011654	C26868	193740, 3303, 6337
DOID:9477	pulmonary embolism	 	D011655	C50713	1401, 213, 2153, 2162, 5345, 64805
DOID:9675	pulmonary emphysema	492.8	D011656	 	10296, 1029, 1520, 16420, 17381, 1958, 2012, 2013, 2052, 21803, 2252, 2263, 27528, 2950, 3458, 3694, 4233, 4312, 4313, 4318, 4321, 4323, 5111, 581, 5906, 8795, 8797, 9315
DOID:9498	pulmonary eosinophilia	518.3	D011657	 	904
DOID:3770	pulmonary fibrosis	 	D011658	C26869	12389, 14281, 14284, 1435, 17393, 1906, 20296, 2054, 2064, 2065, 2147, 2149, 21803, 21926, 3479, 3481, 355, 3567, 356, 3574, 374, 4313, 4316, 627, 6317, 6347, 6352, 6356, 6362, 6387, 6435, 6446, 7124, 857, 9353
DOID:6432	pulmonary hypertension	 	D006976	C3120	10911, 11816, 133, 1490, 1636, 19016, 1906, 2022, 2147, 2152, 23892, 25584, 257313, 26585, 3091, 3371, 348, 3725, 3741, 383, 384, 6376, 6403, 650, 6532, 655, 658, 659, 7222, 7223, 7225, 9459, 94
DOID:5721	pulmonary large cell neuroendocrine carcinoma	 	 	C6875	3815, 4133, 6696
DOID:13406	pulmonary sarcoidosis	 	D017565	C34997	1234, 3119, 3627, 3682, 59272, 6362, 6374, 780
DOID:2957	pulmonary tuberculosis	11.9	D014397	C26899	3106, 3438, 3458, 3459, 3565, 3586, 3593, 3594, 3606, 5806, 5970, 6347, 6348, 6351, 6352, 64127, 6435, 6436, 6556, 919, 939
DOID:11121	pulpitis	522	D011671	C52595	9260
DOID:5813	purine nucleoside phosphorylase deficiency	 	 	C3963	647275
DOID:4398	pustulosis of palm and sole	 	D011565	C34888	11009, 29949, 3557, 6404
DOID:11400	pyelonephritis	590.8	D011704	C34965	3627, 7076, 943
DOID:11100	Q fever	83	D011778	C34970	7097, 7099
DOID:11260	rabies	71	D011818	C28182	10016, 10226, 10891, 10933, 1121, 1180, 1200, 123, 1409, 1421, 1512, 1548, 155459, 1604, 1667, 1906, 2006, 2040, 2099, 2155, 2157, 2158, 2266, 22820, 25425, 26002, 2651, 2661, 284217, 28983, 311, 3375, 3484, 3489, 350, 351, 3679, 367, 3784, 4040, 4069, 4088, 4207, 4316, 4598, 462, 498, 5045, 50683, 50, 5308, 554, 58155, 5824, 587, 59012, 598, 6006, 6007, 6035, 6252, 6324, 64078, 64187, 6439, 6440, 6548, 659, 6622, 6646, 672, 7073, 7220, 7253, 7428, 7433, 777, 79001, 811, 820, 831, 836, 857, 9094, 912, 9734
DOID:6194	reactive arthritis	99.3	D016918	C34975	9436
DOID:6196	reactive arthritis	99.3	D016918	C34975	1543, 3106, 6556, 6648
DOID:13365	reading disorder	315.09	 	 	406874, 9856
DOID:1984	rectal neoplasm	 	D012004	C3350	5961
DOID:1996	rectum adenocarcinoma	 	 	C9383	1890, 4318, 581, 596, 7298, 7490
DOID:1993	rectum cancer	 	D012004	C9382	1048, 1956, 2118, 2152, 324, 348, 3845, 4316, 4524, 5743, 596, 6387, 836, 8840
DOID:7946	recurrent cancer of colon	 	 	C3998	8842
DOID:8045	recurrent cancer of prostate	 	 	C7902	10036, 10499, 11835, 17978, 1950, 207, 367, 3708, 7474
DOID:7171	recurrent cutaneous melanoma	 	 	C9097	332
DOID:5027	recurrent hepatocellular carcinoma	 	 	C9264	174, 213, 4313
DOID:6708	recurrent ovarian epithelial cancer	 	 	C7833	2719, 407008, 4318
DOID:6702	recurrent stomach cancer	 	 	C9237	1048
DOID:9835	refractive error	 	D012030	C87145	5080, 6657
DOID:13034	relapsing fever	87.9	D012061	 	4598
DOID:13315	relapsing pancreatitis	577.1	D050500	C84637	1029, 10321, 1080, 116, 125, 217, 2950, 3458, 3569, 3586, 3627, 3845, 3952, 4233, 5970, 6347, 6648, 6690, 6696, 8797, 9370
DOID:2556	relapsing polychondritis	 	D011081	 	3576, 6347, 6351
DOID:9091	REM sleep behavior disorder	327.42	D020187	 	5071
DOID:2972	renal artery obstruction	 	D012078	 	462
DOID:4450	renal cell carcinoma	 	D002292	C9385	100133941, 10018, 10053, 1026, 1027, 1029, 10459, 10643, 10653, 10825, 1082, 10991, 11170, 11186, 1191, 1401, 1490, 1493, 1523, 1543, 1602, 1605, 1612, 1843, 1869, 1906, 1909, 1910, 1956, 1969, 20296, 2034, 2056, 2057, 207, 2099, 2146, 2173, 21939, 2215, 2247, 2271, 26018, 26287, 26762, 2705, 27101, 27429, 284, 285, 2944, 307, 3091, 317, 3249, 3291, 3308, 3315, 332, 3455, 3479, 3485, 3486, 3487, 3488, 3489, 3491, 3558, 3569, 3587, 358, 3611, 3623, 367, 3688, 3728, 3795, 3815, 3855, 3910, 39, 4012, 4057, 4072, 4085, 4089, 4105, 4108, 4193, 4233, 4254, 4286, 4288, 4292, 4306, 4311, 4312, 4313, 4314, 4316, 4318, 4323, 442459, 4436, 445, 4486, 4495, 4524, 4582, 4609, 5076, 5104, 5294, 5328, 5329, 5364, 55845, 558, 56616, 567, 57447, 58191, 581, 5829, 5891, 5901, 5915, 595, 596, 598, 6256, 6271, 6338, 6387, 6390, 64073, 6422, 6423, 6484, 659, 6624, 6646, 6648, 7077, 7098, 7124, 7223, 7298, 7345, 7422, 7428, 7481, 768, 79109, 79444, 79679, 79814, 80333, 80381, 841, 857, 891, 896, 8996, 9166, 9370, 9429
DOID:4467	renal clear cell carcinoma	 	D002292	C4033	10232, 2056, 2057, 3091, 3855, 4311, 4584, 7428, 768
DOID:9432	renal glycosuria	271.4	D006030	 	6524
DOID:1073	renal hypertension	 	D006977	C3121	1906, 462
DOID:13068	renal osteodystrophy	588	D012080	 	54
DOID:14219	renal tubular acidosis	 	D000141	C28129	142, 2099, 3516, 3569, 3783727, 6521, 6597, 7341, 9063, 9968
DOID:1334	Reoviridae infectious disease	 	D012088	 	3661
DOID:11162	respiratory failure	518.81	 	C27043	4628, 6442
DOID:11391	respiratory failure	518.81	 	C27043	3586
DOID:1273	respiratory syncytial virus infectious disease	 	D018357	C3354	3458, 3565, 3606, 4318, 6352, 6440, 6441, 7098, 7099
DOID:1579	respiratory system disease	519	 	 	1636
DOID:3171	respiratory tract papilloma	 	 	C8295	5743
DOID:8538	reticulosarcoma	200.7	D008228	C27824	10894, 16198, 16453, 238, 3578, 3718, 57714, 833, 836, 842
DOID:8483	retinal artery occlusion	 	D015356	C34978	1636, 3569, 3586
DOID:8466	retinal degeneration	 	D012162	C34979	10002, 10461, 10692, 24, 2668, 27031, 32340, 3614, 494513, 582, 5995, 6103, 6121, 6314, 7287, 9129, 9600
DOID:5327	retinal detachment	361.9	D012163	C26874	6347
DOID:5679	retinal disease	362.9	D012164	C62601	10002, 1121, 1401, 1535, 1636, 177, 2056, 213, 21679, 231, 24, 25946, 28976, 294973, 308579, 3091, 3117, 3119, 343035, 3480, 3486, 348, 3920, 4318, 4356, 4524, 4693, 5054, 5444, 57096, 5957, 6010, 6310, 64218, 74838, 778, 80155, 8842, 9370
DOID:2569	retinal drusen	362.57	D015593	 	2202
DOID:11563	retinal vasculitis	362.18	D031300	 	1524, 407
DOID:1727	retinal vein occlusion	 	D012170	C34981	2153, 3569, 3673, 5054
DOID:3612	retinitis	 	D012173	 	56896, 6017, 8837
DOID:10584	retinitis pigmentosa	 	D012174	C85045	10594, 10692, 24, 26121, 27130, 3614, 375298, 4219, 5132, 57096, 58538, 585, 5961, 6010, 6017, 6100, 6101, 6102, 6103, 6121, 6295, 64072, 692221, 762, 856570, 9126, 9129
DOID:768	retinoblastoma	 	D012175	C7541	1026, 1027, 1029, 11186, 11200, 12552, 17246, 1869, 1871, 19645, 2064, 2130, 22059, 3397, 3553, 367, 3856, 4072, 4193, 4194, 4255, 4609, 4613, 4683, 472, 5347, 5925, 5928, 5934, 595, 7471, 7490, 836, 841, 8900, 890, 9590, 9928
DOID:8465	retinoschisis	361.1	D041441	C85046	6247
DOID:4543	retrograde amnesia	 	D000648	C34372	6532
DOID:617	Retroviridae infectious disease	 	D012192	 	4478, 598, 81521
DOID:1206	Rett syndrome	 	D015518	C75488	17257, 22854, 2290, 3397, 3398, 3399, 3400, 3952, 4152, 4204, 5348, 56188, 627
DOID:3672	rhabdoid cancer	 	D018335	C3808	1029, 1030, 11186, 595, 6598, 6696
DOID:3247	rhabdomyosarcoma	 	D012208	C3359	1026, 1029, 10673, 14154, 177, 207, 2169, 22350, 2260, 26287, 3265, 3489, 4193, 4233, 4654, 4656, 472, 5077, 5081, 6387, 652, 6597, 7430, 8795, 8850, 9241
DOID:1007	rheumatic fever	390-392.99	D012213	C34984	3383, 7097
DOID:1586	rheumatic fever	390-392.99	D012213	C34984	10747, 2212, 2215, 3117, 3119
DOID:9814	rheumatic heart disease	398.9	D012214	C34882	1432, 1843, 3106, 3117, 3569, 3586, 4052, 6005, 6006, 6007, 7097, 7099
DOID:4256	rheumatism	 	D012216	C26877	10673, 1387, 1401, 1890, 1994, 2022, 2152, 2219, 301, 3091, 3184, 3552, 3553, 3557, 3569, 3576, 3822, 387082, 4210, 4282, 4312, 4314, 4322, 4615, 5008, 53379, 5744, 5745, 598, 6352, 6376, 6387, 660, 7072, 7124, 7291, 871
DOID:7148	rheumatoid arthritis	714	D001172	C2884	100132285, 10203, 1026, 10512, 10563, 10587, 10673, 10746, 10855, 10859, 10, 11009, 110351, 11096, 1113, 11167, 1116, 11240, 11278, 11522, 1191, 1231, 1234, 127, 133, 1392, 1401, 140, 142, 1432, 1435, 1445, 14461, 1471, 1493, 1511, 1513, 1524, 154, 155, 16401, 16412, 1667, 1668, 17319, 17532, 177, 182, 185, 1902, 1906, 192786, 1947, 1950, 1958, 19713, 1981, 1994, 2023, 2034, 206338, 2064, 2150, 216, 219, 2212, 2213, 2214, 2215, 22329, 2253, 22808, 244867, 259197, 26191, 2624, 26353, 2650, 26876, 27074, 270, 27177, 283120, 28461, 284, 28514, 285, 290221, 29126, 2944, 2952, 2956, 29646, 29851, 301, 3107, 3108, 3109, 3119, 3181, 3217, 3235, 3291, 3329, 332, 3356, 335, 3383, 3385, 3407, 3456, 3458, 3459, 3481, 348, 3491, 3552, 3553, 3554, 3557, 3558, 355, 3565, 3566, 3569, 356, 3574, 3576, 3586, 3593, 3600, 3603, 3604, 3605, 3606, 3627, 3661, 3663, 3672, 3676, 367, 3685, 3688, 3689, 3709, 3717, 3725, 3802, 3809, 387, 3937, 3952, 3953, 3965, 4036, 4049, 406938, 4118, 4153, 4170, 4192, 4193, 4249, 4261, 4276, 4282, 4286, 4312, 4313, 4314, 4318, 4322, 4331, 4524, 4544, 4552, 4586, 4609, 4650, 4689, 471, 472, 4739, 476, 4772, 5008, 5027, 5054, 50659, 5133, 5294, 5321, 5327, 5328, 5347, 5371, 54, 55829, 55835, 56244, 56413, 56729, 57419, 5743, 57569, 57817, 5783, 58191, 5879, 59067, 5914, 5915, 5916, 5920, 5925, 59340, 5947, 596, 5979, 598, 608, 6275, 6279, 6280, 6287, 6288, 6347, 6348, 6349, 6352, 6354, 6356, 6357, 6362, 6364, 6366, 6368, 6375, 6376, 63875, 6387, 6401, 6403, 64127, 64135, 6416, 6441, 64772, 6528, 652, 653, 6556, 6573, 6583, 6584, 660, 6647, 6696, 671, 682, 7072, 7078, 7097, 7099, 7124, 7177, 7178, 7185, 7220, 7224, 727, 728, 7296, 7298, 7318, 7341, 7424, 7432, 7433, 7434, 7442, 7449, 7515, 79400, 80380, 80381, 843, 847, 861, 862, 871, 8797, 8837, 8838, 8839, 896, 902, 9034, 9051, 9141, 921, 9235, 928, 929, 9308, 933, 9370, 940, 941, 9420, 942, 943, 9507, 9518, 9536, 9636, 9641, 9672, 9846, 9966
DOID:4483	rhinitis	 	D012220	C34986	2625, 3596
DOID:11589	Riley-Day syndrome	 	D004402	C84706	6283
DOID:1330	RNA virus infectious disease	65.9	 	C34395	3384, 3690
DOID:8881	rosacea	695.3	D012393	 	2944, 2952, 820
DOID:4887	Rotavirus infectious disease	 	D012400	 	1981, 3661, 6696
DOID:2732	Rothmund-Thomson syndrome	 	D011038	C3335	9401
DOID:7692	ruptured abdominal aortic aneurysm	441.3	 	C27046	3569
DOID:7682	ruptured aortic aneurysm	441.5	D001019	C27198	4317, 4318
DOID:9148	salivary gland cancer	142.8	D012468	 	207, 8848
DOID:11092	Salmonella gastroenteritis	3	D012478	 	3593
DOID:1466	Salmonella infectious disease	3.8	 	 	10096, 10097, 3593, 5879, 6048, 7100, 71, 8826
DOID:5733	salpingitis	 	D012488	C26880	3576
DOID:3323	Sandhoff disease	 	D012497	C85052	10956, 7494
DOID:11335	sarcoidosis	135	D012507	C34995	1026, 10392, 1116, 1118, 1215, 1231, 1234, 1636, 177, 3106, 3117, 3119, 3305, 3371, 3440, 3458, 3500, 3514, 3553, 355, 3566, 3606, 4049, 4282, 56244, 6279, 6280, 6347, 6348, 6401, 64127, 6556, 7097, 7099, 7124, 7297, 8809, 929, 941, 942
DOID:1115	sarcoma	171.9	 	 	1026, 11186, 1649, 1956, 2022, 2073, 2130, 2242, 3479, 3480, 3732, 3815, 4193, 4267, 4524, 466, 5328, 5925, 596, 6297, 7430, 7471, 7486
DOID:4488	sarcomatoid mesothelioma	 	 	C45655	10630
DOID:1395	schistosomiasis	120.8	 	 	1437, 3586, 4193, 596
DOID:5418	schizoaffective disorder	295.7	D011618	 	267012
DOID:14734	schizophrenia	295.8	D012559	 	27185
DOID:5419	schizophrenia	295.8	D012559	 	10215, 10371, 10400, 10611, 10752, 10814, 1113, 1114, 1116, 1128, 1132, 1133, 1137, 1139, 1141, 116, 1234, 133, 135, 1393, 1407, 1438, 150, 1544, 1610, 1621, 1622, 1636, 1848, 18578, 1950, 1956, 1960, 2019, 2065, 2066, 207, 2099, 2100, 21380, 22854, 244667, 255239, 2571, 2572, 259217, 2596, 26047, 262, 2668, 267012, 2670, 27020, 27037, 2703, 27087, 27121, 27122, 27185, 2730, 2774, 282706, 284890, 29114, 2944, 2950, 29801, 3105, 3106, 3119, 319100, 321, 324, 3269, 329, 3337, 3350, 3351, 3356, 3358, 3359, 335, 3360, 3362, 3363, 3383, 338442, 347730, 3479, 347, 3481, 348, 3552, 3553, 3554, 3557, 3558, 3563, 3565, 3586, 3587, 3593, 3606, 3674, 367, 3720, 3725, 3762, 3782, 3796, 3839, 3843, 3952, 3953, 4049, 406920, 4090, 4099, 4128, 4133, 4200, 4277, 4297, 4340, 4522, 4524, 4535, 4540, 4552, 4650, 4684, 4729, 4762, 5074, 5100, 5108, 5142, 5305, 5320, 5321, 5354, 5362, 5367, 5414, 5443, 5444, 56147, 56666, 56990, 57030, 57142, 57369, 5816, 5997, 5999, 6007, 6257, 627, 6285, 6347, 63826, 64067, 6505, 65078, 6507, 6511, 6530, 6531, 6532, 6570, 6571, 6586, 6595, 6616, 6647, 6648, 6663, 6667, 688, 7122, 7124, 7166, 7276, 7351, 7436, 7494, 780, 815, 816, 886, 9016, 9019, 9145, 9152, 9248, 9378, 9444, 9456, 9463, 9481, 9575, 9620, 9638, 9685, 9722, 9764, 9826, 9968, 9993
DOID:419	scleroderma	 	D012594	C26746	100132285, 10438, 1490, 2022, 2033, 3552, 3803, 3806, 4088, 4092, 4282, 5055, 5393, 5394, 57154, 6093, 6317, 6497, 6498, 857, 9354, 9475
DOID:14268	sclerosing cholangitis	 	D015209	 	9076
DOID:9335	scotoma	368.44	 	 	4288
DOID:6498	seborrheic keratosis	702.1	D017492	C9006	2261, 596
DOID:4102	secondary carcinoma	 	 	C36310	11320, 16168, 1869, 1874, 1956, 2064, 2099, 354, 358, 3600, 4292, 4436, 8797, 9703
DOID:12466	secondary hyperparathyroidism	 	D006962	 	1026, 1027, 24873
DOID:1801	secondary malignant neoplasm to the pancreas	 	 	C8543	4313, 4585, 5328, 5340
DOID:5738	secondary myelofibrosis	 	 	C27701	3717
DOID:11701	selective IgA deficiency disease	 	D017098	 	3106, 3569, 3586
DOID:3643	sella turcica neoplasm	 	 	C4944	3958
DOID:4440	seminoma	 	D018239	C9309	10630, 1082, 11186, 199713, 2118, 2697, 355, 356, 3815, 3940, 56286, 581, 5925, 596, 6660, 7258, 8842
DOID:10003	sensorineural hearing loss	389.14	D006313	C34662	10804, 1187, 1188, 2070, 2153, 2625, 2706, 379003, 4574, 4640, 5428, 613203, 64699, 7466, 9132
DOID:2491	sensory peripheral neuropathy	 	 	C3501	378465, 5428, 56652, 57716, 9517
DOID:3114	serous cystadenocarcinoma	 	D018284	C40101	10011, 10023, 10232, 1029, 10643, 1191, 1499, 2064, 2099, 3458, 3690, 3815, 3845, 4585, 6416, 6513, 672, 673, 675, 822
DOID:2631	serous cystadenoma	 	D018293	C3783	3845, 673
DOID:3577	Sertoli cell tumor	 	D012707	C39976	6662, 7490
DOID:2997	Sertoli-Leydig cell tumor	 	D018310	 	2099
DOID:2945	severe acute respiratory syndrome	79.82	D045169	C85064	10332, 1432, 1489668, 1489671, 1489674, 16193, 1636, 18033, 1999, 3105, 3106, 3385, 3458, 3558, 3569, 3586, 3594, 3627, 4599, 5925, 59272, 598, 6352, 896, 929, 947
DOID:627	severe combined immunodeficiency	 	D016511	C3472	100, 3561, 3574, 3717, 3718, 3981, 5896, 5897, 64421, 915, 916
DOID:1876	sexual dysfunction	 	 	C3347	3356
DOID:8541	Sezary's disease	202.2	D012751	C3366	1029, 1030, 1036, 10563, 10859, 2043, 26052, 3802, 3804, 3812, 5358, 5777, 59067, 613, 6363, 6366, 7291, 920
DOID:14190	shared paranoid disease	297.3	D012753	 	1636, 6532
DOID:12950	shigellosis	4.9	D004405	 	8976
DOID:925	shigellosis	4.9	D004405	 	16412, 1991, 2706, 3553, 3576, 3688, 9844
DOID:10605	short bowel syndrome	 	D012778	 	2641
DOID:13884	sick sinus syndrome	 	D012804	C62244	6331
DOID:10923	sickle cell anemia	282.6	D000755	C34383	1437, 154, 16846, 2153, 280924, 28981, 3386, 3479, 3480, 3486, 3606, 3676, 3688, 3783, 383, 384, 3952, 4057, 4059, 4353, 4524, 5743, 6006, 6319, 6403, 79966, 909, 910, 911
DOID:13023	sickle cell trait	282.5	D012805	C39800	6566
DOID:8955	sideroblastic anemia	285	D000756	C36078	3717, 80324
DOID:10328	siderosis	 	D012806	 	3630
DOID:3493	signet ring cell adenocarcinoma	 	D018279	C3774	2064, 285782, 4089, 4585, 4586, 474, 6657, 7479, 857
DOID:10325	silicosis	502	D012829	C3369	2950, 3119, 355, 356, 3593, 6441, 7124
DOID:2699	sinonasal papilloma	 	 	C4117	1030
DOID:9564	sinusitis	461.9	 	 	10673, 1080, 1181, 1182, 3565, 3567, 3576, 3592, 3593, 3596, 4056, 4313, 4317, 4318, 4586, 4590, 58985, 6439, 727897, 820
DOID:14501	Sjogren-Larsson syndrome	 	D016111	C85070	224
DOID:416	Sjogren's syndrome	710.2	D012859	C70647	10321, 10563, 10673, 10750, 10892, 16171, 29126, 3383, 3439, 3456, 350, 3553, 355, 356, 3586, 3605, 3708, 3725, 3933, 4283, 5133, 57379, 6366, 6416, 6709, 7295, 7498, 83430
DOID:609	skin abnormality	757.9	D012868	 	3728
DOID:3898	skin appendage adenoma	 	 	C7580	1540
DOID:2733	skin atrophy	 	 	C35163	1499, 19164, 2101, 2104, 3091, 3119, 351, 3557, 3791, 581, 6256, 6258
DOID:3165	skin benign  neoplasm	 	D012878	C3372	10850, 1499, 1950, 1994, 2064, 2069, 2261, 27040, 2735, 4059, 4103, 4255, 4327, 5429, 6278, 947
DOID:4159	skin cancer	 	D012878	C2920	1432, 1956, 20248, 3958, 4087, 4157, 4313, 4318, 6278, 6318, 6648, 7076, 7077, 7515
DOID:1698	skin disease	702	D012873	C3371	3486
DOID:37	skin disease	702	D012873	C3371	10804, 10850, 11005, 199, 2706, 2707, 27179, 3552, 3606, 3620, 368, 4174, 4282, 4318, 56477
DOID:6761	skin lymphoma	 	 	 	3586, 5781
DOID:8923	skin melanoma	172.9	 	C3510	1026, 1029, 1030, 267, 4049, 4292, 4322, 4436, 5077, 5111, 581, 634, 673, 706, 7124, 7517, 836
DOID:3178	skin papilloma	 	 	C4614	3265
DOID:3151	skin squamous cell carcinoma	 	 	C4819	1029, 1956, 208, 4313, 5429, 558, 5789, 675
DOID:6873	skin tag	 	 	C3374	7248, 7249
DOID:4906	small intestine adenocarcinoma	 	 	C7888	1499, 4089
DOID:4366	Smith-Lemli-Opitz syndrome	 	D019082	C85071	3350
DOID:4310	smooth muscle tumor	 	D018235	C3751	4313, 5947, 596, 7490
DOID:11257	social phobia	300.23	D010698	C34927	3356
DOID:5649	solid carcinoma	 	 	C4137	6598
DOID:4737	somatoform disorder	306.8	D013001	 	4158
DOID:14748	Sotos syndrome	 	D058495	C75019	2161, 64324
DOID:3778	spastic diplegia	 	D002547	C34781	57679
DOID:92	speech disorder	 	D013064	C5041	406874
DOID:11997	spermatocele	608.1	D013088	C3865	3569, 3576, 7124
DOID:3638	spinal cancer	 	D013120	C3381	4771
DOID:319	spinal cord disease	336.9	D013118	 	1524, 3107, 4318, 56896
DOID:324	spinal cord ischemia	 	D020760	 	6285
DOID:12377	spinal muscular atrophy	335.1	D009134	C85075	110809, 11218, 20595, 4671, 471523, 5358, 6434, 647859, 6606, 6607, 7084, 9997
DOID:4015	spindle cell carcinoma	 	D002277	C27004	3265
DOID:4235	spindle cell sarcoma	 	D012509	C27005	1027, 4613, 4684, 7490, 898
DOID:1441	spinocerebellar ataxia	 	D020754	C82341	10273, 104884, 2259, 25894, 3708, 4287, 56652, 6310, 6311, 6314, 6315, 7274, 773, 851752
DOID:5444	spiradenoma	 	 	C4170	1540
DOID:2529	splenic disease	289.5	D013158	C35823	55997
DOID:6590	spondylitis	720.89	 	 	19223
DOID:1123	spondyloarthropathy	 	D025242	 	1462, 1636, 64127, 9332
DOID:2247	spondylosis	721.9	D055009	 	9365
DOID:722	spontaneous abortion	634	D000022	C34336	100144632, 10155, 10376, 10392, 10578, 1410, 1493, 1830, 185, 1901, 2150, 2153, 2214, 25420, 2572, 28, 3105, 3458, 350, 3557, 3565, 356, 3586, 3588, 3643, 3683, 3717, 3802, 3949, 3952, 4012, 4160, 4311, 444, 4477, 4524, 4593, 5054, 5069, 52, 5443, 581, 6194, 6404, 64127, 643, 6643, 672, 675, 7253, 7298, 811, 940, 9948
DOID:1749	squamous cell carcinoma	 	D002294	C2929	10018, 10103, 10146, 10232, 1026, 1027, 1029, 102, 1030, 10630, 10855, 10901, 10970, 10987, 11009, 1103, 1116, 11178, 11200, 1138, 1163, 1173, 1230, 12387, 12550, 125, 126, 133, 1432, 1435, 1490, 1499, 1500, 1514, 1543, 1633, 1645, 177, 1871, 18792, 18816, 1890, 1906, 1910, 1950, 1956, 1977, 1981, 1999, 2050, 2052, 2064, 2068, 2069, 207, 2118, 2149, 2171, 217, 2194, 2195, 220064, 2247, 2272, 252969, 2678, 2719, 2735, 284654, 28, 2944, 2950, 2952, 29950, 301, 3091, 3190, 324, 3265, 3280, 3315, 332, 3373, 3397, 3458, 3480, 3486, 3553, 3559, 355, 3565, 3569, 3621, 3675, 3678, 3685, 3688, 3691, 3694, 3732, 374, 3815, 3820, 3852, 3855, 3858, 3872, 3875, 3880, 388585, 389, 3914, 3918, 3925, 3965, 4015, 4017, 4070, 4087, 4089, 4100, 4101, 4102, 4103, 4104, 4105, 4111, 4133, 417, 4192, 4193, 4194, 4233, 4255, 4276, 4288, 4292, 4312, 4313, 4314, 4318, 4322, 4323, 4436, 4478, 4524, 4582, 4738, 5111, 5300, 5315, 5328, 5329, 5345, 55894, 57016, 5743, 5747, 5753, 578, 581, 5879, 5906, 5908, 5934, 5947, 595, 596, 598, 6273, 6275, 6278, 6280, 6282, 6294, 6317, 6347, 6348, 6382, 6387, 6422, 6423, 6425, 6469, 6502, 66004, 6615, 6647, 6648, 672, 673, 675, 706, 7076, 7077, 7083, 7084, 7122, 7161, 7184, 7248, 7249, 7291, 7298, 7341, 7422, 7424, 7474, 7490, 7507, 7515, 7517, 768, 79661, 79923, 836, 847, 857, 864, 8841, 894, 9075, 9076, 908, 9166, 920, 9212, 9252, 941, 9536, 9641, 9770, 9928
DOID:5512	squamous cell carcinoma	 	D002294	C2929	1855, 2944, 332, 3586, 4089, 4313, 595, 5966, 596, 6282, 7161, 9338
